id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-132-16-B,"{""question"": ""What is the significance of the CT scan in the context of chronic HSD?"", ""option_a"": ""It is used to diagnose acute HSD"", ""option_b"": ""It is used to monitor the progression of chronic HSD"", ""option_c"": ""It is used to treat chronic HSD"", ""option_d"": ""It is not relevant to chronic HSD"", ""correct_option"": ""B""}",Multimedia content,What is the significance of the CT scan in the context of chronic HSD?,It is used to diagnose acute HSD,It is used to monitor the progression of chronic HSD,It is used to treat chronic HSD,It is not relevant to chronic HSD,b
OIC-133-01-A,"{""question"": ""What is the fundamental difference between autonomy and functional dependence?"", ""option_a"": ""Autonomy refers to the ability to carry out daily activities without assistance, while functional dependence refers to the inability to do so"", ""option_b"": ""Autonomy is the partial or total inability of a person to carry out daily life activities, while functional dependence is the ability to govern oneself"", ""option_c"": ""Autonomy encompasses intellectual, cognitive and motor skills, while functional dependence is the partial or total inability of a person to carry out daily life activities"", ""option_d"": ""Autonomy is the freedom and ability to act, while functional dependence is the ability to foresee and choose"", ""correct_option"": ""C""}",Definition,What is the fundamental difference between autonomy and functional dependence?,"Autonomy refers to the ability to carry out daily activities without assistance, while functional dependence refers to the inability to do so","Autonomy is the partial or total inability of a person to carry out daily life activities, while functional dependence is the ability to govern oneself","Autonomy encompasses intellectual, cognitive and motor skills, while functional dependence is the partial or total inability of a person to carry out daily life activities","Autonomy is the freedom and ability to act, while functional dependence is the ability to foresee and choose",c
OIC-133-02-B,"{""question"": ""What does the variable 'Remote communication' in the GIR score refer to?"", ""option_a"": ""The ability to communicate with others in person"", ""option_b"": ""The ability to alert others using remote means of communication such as a telephone or alarm"", ""option_c"": ""The ability to move around inside the home"", ""option_d"": ""The ability to perform daily activities such as eating and dressing"", ""correct_option"": ""B""}",Definition,What does the variable 'Remote communication' in the GIR score refer to?,The ability to communicate with others in person,The ability to alert others using remote means of communication such as a telephone or alarm,The ability to move around inside the home,The ability to perform daily activities such as eating and dressing,b
OIC-133-03-A,"{""question"": ""What is the relationship between impairment and disability according to Wood's functional analysis of diseases?"", ""option_a"": ""Impairment is a consequence of disability"", ""option_b"": ""Disability is a consequence of impairment"", ""option_c"": ""Impairment and disability are the same thing"", ""option_d"": ""Disability causes impairment"", ""correct_option"": ""B""}",Definition,What is the relationship between impairment and disability according to Wood's functional analysis of diseases?,Impairment is a consequence of disability,Disability is a consequence of impairment,Impairment and disability are the same thing,Disability causes impairment,b
OIC-133-04-A,"{""question"": ""What is the main difference between the ADL and IADL scales in terms of the cognitive functions required to perform the daily activities?"", ""option_a"": ""ADL requires instrumental cognitive functions, while IADL requires basic cognitive functions"", ""option_b"": ""ADL requires basic cognitive functions, while IADL requires instrumental cognitive functions"", ""option_c"": ""Both ADL and IADL require basic cognitive functions"", ""option_d"": ""Both ADL and IADL require instrumental cognitive functions"", ""correct_option"": ""B""}",Positive diagnosis,What is the main difference between the ADL and IADL scales in terms of the cognitive functions required to perform the daily activities?,"ADL requires instrumental cognitive functions, while IADL requires basic cognitive functions","ADL requires basic cognitive functions, while IADL requires instrumental cognitive functions",Both ADL and IADL require basic cognitive functions,Both ADL and IADL require instrumental cognitive functions,b
OIC-133-05-B,"{""question"": ""What is the main cause of iatrogenic dependence linked to hospitalisation?"", ""option_a"": ""Undernutrition"", ""option_b"": ""Falls"", ""option_c"": ""Acute confusion"", ""option_d"": ""All of the above"", ""correct_option"": ""D""}",Physiopathology,What is the main cause of iatrogenic dependence linked to hospitalisation?,Undernutrition,Falls,Acute confusion,All of the above,d
OIC-133-06-B,"{""question"": ""What is a significant consequence of caring for a dependent patient for an extended period of time?"", ""option_a"": ""Improved physical health of the carer"", ""option_b"": ""Increased social interactions with the patient's family"", ""option_c"": ""Exhaustion of the carer, with potential consequences such as weight loss, asthenia, and neglecting one's own health"", ""option_d"": ""Reduced risk of abuse towards the patient"", ""correct_option"": ""C""}",Positive diagnosis,What is a significant consequence of caring for a dependent patient for an extended period of time?,Improved physical health of the carer,Increased social interactions with the patient's family,"Exhaustion of the carer, with potential consequences such as weight loss, asthenia, and neglecting one's own health",Reduced risk of abuse towards the patient,c
OIC-133-07-A,"{""question"": ""What type of financial aid is available for individuals with a GIR score of 1 to 4?"", ""option_a"": ""Financial aid from pension funds and/or mutual insurance companies"", ""option_b"": ""Allocation personne \u00e2g\u00e9e (APA) for home improvements and meal delivery"", ""option_c"": ""Financial aid from the Conseils d\u00e9partementaux for part of the cost of accommodation in EHPAD"", ""option_d"": ""Financial aid from the Conseils d\u00e9partementaux for home help and certain home improvements"", ""correct_option"": ""D""}",,What type of financial aid is available for individuals with a GIR score of 1 to 4?,Financial aid from pension funds and/or mutual insurance companies,Allocation personne âgée (APA) for home improvements and meal delivery,Financial aid from the Conseils départementaux for part of the cost of accommodation in EHPAD,Financial aid from the Conseils départementaux for home help and certain home improvements,d
OIC-133-08-A,"{""question"": ""What is the purpose of a report to the Public Prosecutor according to article 226-14 of the French Penal Code?"", ""option_a"": ""To appoint an authorised representative to protect the principal's interests"", ""option_b"": ""To seek the judge's authorisation to represent a person who is unable to express his or her wishes"", ""option_c"": ""To protect a person of full age who needs to be advised or supervised in certain acts of civil life"", ""option_d"": ""To make appropriate measures for the sole purpose of protecting the victim without obtaining consent"", ""correct_option"": ""D""}",Taking charge,What is the purpose of a report to the Public Prosecutor according to article 226-14 of the French Penal Code?,To appoint an authorised representative to protect the principal's interests,To seek the judge's authorisation to represent a person who is unable to express his or her wishes,To protect a person of full age who needs to be advised or supervised in certain acts of civil life,To make appropriate measures for the sole purpose of protecting the victim without obtaining consent,d
OIC-133-09-B,"{""question"": ""What type of accommodation is suitable for elderly people with a good level of physical independence?"", ""option_a"": ""Residential establishments for dependent elderly people (EHPAD)"", ""option_b"": ""Establishments providing accommodation for the elderly (EHPA)"", ""option_c"": ""Independent living residences"", ""option_d"": ""Care facilities for the most dependent people"", ""correct_option"": ""B""}",Care,What type of accommodation is suitable for elderly people with a good level of physical independence?,Residential establishments for dependent elderly people (EHPAD),Establishments providing accommodation for the elderly (EHPA),Independent living residences,Care facilities for the most dependent people,b
OIC-134-01-A,"{""question"": ""According to the International Association for the Study of Pain, what is the primary distinction between pain and nociception?"", ""option_a"": ""Pain is always a physical sensation, while nociception is a psychological response"", ""option_b"": ""Pain is a sensory and emotional experience, while nociception is a purely sensory phenomenon"", ""option_c"": ""Pain is a personal experience influenced by biological, psychological, social, and environmental factors, while nociception is a reflexive response to tissue damage"", ""option_d"": ""Pain is a reflexive response to tissue damage, while nociception is a personal experience influenced by biological, psychological, social, and environmental factors"", ""correct_option"": ""B""}",Definition,"According to the International Association for the Study of Pain, what is the primary distinction between pain and nociception?","Pain is always a physical sensation, while nociception is a psychological response","Pain is a sensory and emotional experience, while nociception is a purely sensory phenomenon","Pain is a personal experience influenced by biological, psychological, social, and environmental factors, while nociception is a reflexive response to tissue damage","Pain is a reflexive response to tissue damage, while nociception is a personal experience influenced by biological, psychological, social, and environmental factors",b
OIC-134-02-B,"{""question"": ""What is the primary mechanism by which nociceptive neurons in the posterior horn of the spinal cord are modulated in the context of neuropathic pain?"", ""option_a"": ""Direct inhibition by the simultaneous activation of large diameter fibres"", ""option_b"": ""Activation of NMDA receptors in the brainstem"", ""option_c"": ""Alterations in pain control and modulation systems"", ""option_d"": ""Ectopic discharges originating from the nerve lesion site"", ""correct_option"": ""C""}",Physiopathology,What is the primary mechanism by which nociceptive neurons in the posterior horn of the spinal cord are modulated in the context of neuropathic pain?,Direct inhibition by the simultaneous activation of large diameter fibres,Activation of NMDA receptors in the brainstem,Alterations in pain control and modulation systems,Ectopic discharges originating from the nerve lesion site,c
OIC-134-03-A,"{""question"": ""What is the primary purpose of using the Visual Analogue Scale (VAS) in pain assessment?"", ""option_a"": ""To assess the anxiety and/or depression component in chronic pain patients"", ""option_b"": ""To evaluate the efficacy, tolerance and compliance with analgesic treatment"", ""option_c"": ""To quantify the intensity of pain from 0 to 10 at a given moment"", ""option_d"": ""To observe the patient's pain behavior and quantify it using a validated score"", ""correct_option"": ""C""}",Positive diagnosis,What is the primary purpose of using the Visual Analogue Scale (VAS) in pain assessment?,To assess the anxiety and/or depression component in chronic pain patients,"To evaluate the efficacy, tolerance and compliance with analgesic treatment",To quantify the intensity of pain from 0 to 10 at a given moment,To observe the patient's pain behavior and quantify it using a validated score,c
OIC-134-04-A,"{""question"": ""What is the primary purpose of using the Visual Analogue Scale (VAS) in pain assessment?"", ""option_a"": ""To assess the anxiety and/or depression component in chronic pain patients"", ""option_b"": ""To evaluate the efficacy, tolerance and compliance with analgesic treatment"", ""option_c"": ""To diagnose the nature of the patient's pain (acute or chronic, neuropathic, nociceptive, nociplastic, visceral, mixed)"", ""option_d"": ""To quantify the intensity of pain from 0 to 10 at a given moment"", ""correct_option"": ""D""}",Positive diagnosis,What is the primary purpose of using the Visual Analogue Scale (VAS) in pain assessment?,To assess the anxiety and/or depression component in chronic pain patients,"To evaluate the efficacy, tolerance and compliance with analgesic treatment","To diagnose the nature of the patient's pain (acute or chronic, neuropathic, nociceptive, nociplastic, visceral, mixed)",To quantify the intensity of pain from 0 to 10 at a given moment,d
OIC-134-05-B,"{""question"": ""What is the primary reason for consultations in both emergency departments and with general practitioners?"", ""option_a"": ""Respiratory problems"", ""option_b"": ""Cardiovascular issues"", ""option_c"": ""Pain"", ""option_d"": ""Gastrointestinal disorders"", ""correct_option"": ""C""}",,What is the primary reason for consultations in both emergency departments and with general practitioners?,Respiratory problems,Cardiovascular issues,Pain,Gastrointestinal disorders,c
OIC-134-06-A,"{""question"": ""What is the primary purpose of using the same scale for assessing pain in the same patient over time?"", ""option_a"": ""To compare the intensity of pain between different patients"", ""option_b"": ""To assess the impact of pain on the patient's quality of life"", ""option_c"": ""To ensure consistency and accuracy in pain assessment over time"", ""option_d"": ""To identify the etiology of the pain"", ""correct_option"": ""C""}",Positive diagnosis,What is the primary purpose of using the same scale for assessing pain in the same patient over time?,To compare the intensity of pain between different patients,To assess the impact of pain on the patient's quality of life,To ensure consistency and accuracy in pain assessment over time,To identify the etiology of the pain,c
OIC-134-07-A,"{""question"": ""What is a key characteristic of nociceptive pain in the context of joint damage?"", ""option_a"": ""It is always chronic and never acute"", ""option_b"": ""It is not necessarily associated with inflammatory signs"", ""option_c"": ""It is not located opposite the lesion"", ""option_d"": ""It is always associated with neuropathic phenomena"", ""correct_option"": ""B""}",Positive diagnosis,What is a key characteristic of nociceptive pain in the context of joint damage?,It is always chronic and never acute,It is not necessarily associated with inflammatory signs,It is not located opposite the lesion,It is always associated with neuropathic phenomena,b
OIC-134-08-A,"{""question"": ""What is the primary difference between neuropathic pain and nociceptive pain?"", ""option_a"": ""Neuropathic pain is caused by excess nociception, while nociceptive pain is caused by injury or disease of the somatosensory system"", ""option_b"": ""Neuropathic pain is caused by injury or disease of the somatosensory system, while nociceptive pain is caused by excess nociception"", ""option_c"": ""Neuropathic pain is caused by a spinal cord injury, while nociceptive pain is caused by a stroke"", ""option_d"": ""Neuropathic pain is caused by a stroke, while nociceptive pain is caused by a spinal cord injury"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary difference between neuropathic pain and nociceptive pain?,"Neuropathic pain is caused by excess nociception, while nociceptive pain is caused by injury or disease of the somatosensory system","Neuropathic pain is caused by injury or disease of the somatosensory system, while nociceptive pain is caused by excess nociception","Neuropathic pain is caused by a spinal cord injury, while nociceptive pain is caused by a stroke","Neuropathic pain is caused by a stroke, while nociceptive pain is caused by a spinal cord injury",b
OIC-134-09-A,"{""question"": ""According to the text, which of the following treatments is recommended for bone pain in cancer patients?"", ""option_a"": ""Gabapentin"", ""option_b"": ""Surgery, cementoplasty, vertebroplasty, radiotherapy, and biphosphonates"", ""option_c"": ""Tricyclic antidepressants"", ""option_d"": ""Transcutaneous electrical stimulation"", ""correct_option"": ""B""}",Positive diagnosis,"According to the text, which of the following treatments is recommended for bone pain in cancer patients?",Gabapentin,"Surgery, cementoplasty, vertebroplasty, radiotherapy, and biphosphonates",Tricyclic antidepressants,Transcutaneous electrical stimulation,b
OIC-134-10-A,"{""question"": ""What is the recommended approach to reassessing pain in elderly patients?"", ""option_a"": ""Wait for the patient to complain about pain"", ""option_b"": ""Reassess pain only when the patient is experiencing severe pain"", ""option_c"": ""Always reassess to adapt and prioritize treatments"", ""option_d"": ""Reassess pain only when the patient's state of health changes"", ""correct_option"": ""C""}",Positive diagnosis,What is the recommended approach to reassessing pain in elderly patients?,Wait for the patient to complain about pain,Reassess pain only when the patient is experiencing severe pain,Always reassess to adapt and prioritize treatments,Reassess pain only when the patient's state of health changes,c
OIC-134-11-A,"{""question"": ""What is the primary hypothesis for the pathophysiology of nociplastic pain syndromes such as fibromyalgia?"", ""option_a"": ""An alteration in nociception due to a tissue lesion"", ""option_b"": ""An alteration in inhibitory mechanisms of the pain control and modulation systems"", ""option_c"": ""An increase in facilitatory mechanisms of the pain control and modulation systems"", ""option_d"": ""A decrease in the number of nociceptors"", ""correct_option"": ""B""}",Positive diagnosis,What is the primary hypothesis for the pathophysiology of nociplastic pain syndromes such as fibromyalgia?,An alteration in nociception due to a tissue lesion,An alteration in inhibitory mechanisms of the pain control and modulation systems,An increase in facilitatory mechanisms of the pain control and modulation systems,A decrease in the number of nociceptors,b
OIC-136-01-B,"{""question"": ""What is the long-term target percentage for outpatient anaesthetic procedures in France?"", ""option_a"": ""50%"", ""option_b"": ""60%"", ""option_c"": ""70%"", ""option_d"": ""80%"", ""correct_option"": ""C""}",,What is the long-term target percentage for outpatient anaesthetic procedures in France?,50%,60%,70%,80%,c
OIC-136-02-A,"{""question"": ""What is the current mortality rate attributable to anaesthesia in France, as of the most recent available data?"", ""option_a"": ""1 death for every 10,000 anaesthesias"", ""option_b"": ""1 death for every 50,000 anaesthesias"", ""option_c"": ""1 death for every 150,000 anaesthesias"", ""option_d"": ""1 death for every 200,000 anaesthesias"", ""correct_option"": ""D""}",Epidemiology,"What is the current mortality rate attributable to anaesthesia in France, as of the most recent available data?","1 death for every 10,000 anaesthesias","1 death for every 50,000 anaesthesias","1 death for every 150,000 anaesthesias","1 death for every 200,000 anaesthesias",d
OIC-136-03-A,"{""question"": ""What is the minimum duration between the pre-anaesthetic consultation and the scheduled operation?"", ""option_a"": ""At least 1 day"", ""option_b"": ""At least 2 days"", ""option_c"": ""At least 3 days"", ""option_d"": ""At least 4 days"", ""correct_option"": ""B""}",Management,What is the minimum duration between the pre-anaesthetic consultation and the scheduled operation?,At least 1 day,At least 2 days,At least 3 days,At least 4 days,b
OIC-136-04-A,"{""question"": ""A patient is taking acetylsalicylic acid as a platelet antiaggregant. What should be done with this medication in the perioperative period?"", ""option_a"": ""Stop the medication"", ""option_b"": ""Continue the medication except in special cases"", ""option_c"": ""Adjust the dosage of the medication"", ""option_d"": ""Switch to another medication"", ""correct_option"": ""B""}",,A patient is taking acetylsalicylic acid as a platelet antiaggregant. What should be done with this medication in the perioperative period?,Stop the medication,Continue the medication except in special cases,Adjust the dosage of the medication,Switch to another medication,b
OIC-136-05-A,"{""question"": ""What is the primary difference between general anaesthesia and locoregional anaesthesia in terms of the level of consciousness maintained during the procedure?"", ""option_a"": ""General anaesthesia maintains consciousness, while locoregional anaesthesia induces unconsciousness"", ""option_b"": ""Locoregional anaesthesia maintains consciousness, while general anaesthesia induces unconsciousness"", ""option_c"": ""Both general and locoregional anaesthesia induce unconsciousness"", ""option_d"": ""Both general and locoregional anaesthesia maintain consciousness"", ""correct_option"": ""B""}",Definition,What is the primary difference between general anaesthesia and locoregional anaesthesia in terms of the level of consciousness maintained during the procedure?,"General anaesthesia maintains consciousness, while locoregional anaesthesia induces unconsciousness","Locoregional anaesthesia maintains consciousness, while general anaesthesia induces unconsciousness",Both general and locoregional anaesthesia induce unconsciousness,Both general and locoregional anaesthesia maintain consciousness,b
OIC-136-06-A,"{""question"": ""What is the primary mechanism of action of curares in general anesthesia?"", ""option_a"": ""Depolarization of nerve cells"", ""option_b"": ""Blockage of nicotinic acetylcholine receptors at the neuromuscular junction"", ""option_c"": ""Inhibition of acetylcholinesterase"", ""option_d"": ""Excitation of the central nervous system"", ""correct_option"": ""B""}",Management,What is the primary mechanism of action of curares in general anesthesia?,Depolarization of nerve cells,Blockage of nicotinic acetylcholine receptors at the neuromuscular junction,Inhibition of acetylcholinesterase,Excitation of the central nervous system,b
OIC-136-07-A,"{""question"": ""What is the primary purpose of collecting consent for an invasive diagnostic or therapeutic procedure, as mentioned in the context of locoregional anaesthesia?"", ""option_a"": ""To inform the patient about the anatomical bases of locoregional anaesthesia"", ""option_b"": ""To obtain permission for administering general anaesthesia"", ""option_c"": ""To explain the principles, indications, and main complications of locoregional anaesthesia"", ""option_d"": ""To collect information about the patient's medical history"", ""correct_option"": ""C""}",Management,"What is the primary purpose of collecting consent for an invasive diagnostic or therapeutic procedure, as mentioned in the context of locoregional anaesthesia?",To inform the patient about the anatomical bases of locoregional anaesthesia,To obtain permission for administering general anaesthesia,"To explain the principles, indications, and main complications of locoregional anaesthesia",To collect information about the patient's medical history,c
OIC-136-08-B,"{""question"": ""What is the primary mechanism by which local anaesthetics used in locoregional anaesthesia act on nerve conduction?"", ""option_a"": ""Blocking potassium channels"", ""option_b"": ""Blocking voltage-dependent sodium channels"", ""option_c"": ""Increasing the threshold for action potential generation"", ""option_d"": ""Enhancing the release of neurotransmitters"", ""correct_option"": ""B""}",Management,What is the primary mechanism by which local anaesthetics used in locoregional anaesthesia act on nerve conduction?,Blocking potassium channels,Blocking voltage-dependent sodium channels,Increasing the threshold for action potential generation,Enhancing the release of neurotransmitters,b
OIC-136-09-B,"{""question"": ""Which of the following local anaesthetics is NOT mentioned in the text as a main local anaesthetic used?"", ""option_a"": ""Lidocaine"", ""option_b"": ""Mepivacaine"", ""option_c"": ""Bupivacaine"", ""option_d"": ""Procaine"", ""correct_option"": ""D""}",Management,Which of the following local anaesthetics is NOT mentioned in the text as a main local anaesthetic used?,Lidocaine,Mepivacaine,Bupivacaine,Procaine,d
OIC-136-10-B,"{""question"": ""During the first phase of labour, which type of pain is primarily handled by A\u03b4 fibres?"", ""option_a"": ""Somatic pain"", ""option_b"": ""Visceral pain"", ""option_c"": ""Pain specific to contractions"", ""option_d"": ""Pain of pelvic floor distension"", ""correct_option"": ""C""}",Physiopathology,"During the first phase of labour, which type of pain is primarily handled by Aδ fibres?",Somatic pain,Visceral pain,Pain specific to contractions,Pain of pelvic floor distension,c
OIC-136-11-A,"{""question"": ""What is the technique of choice for obstetric analgesia/anaesthesia?"", ""option_a"": ""Epidural anaesthesia"", ""option_b"": ""Spinal anaesthesia"", ""option_c"": ""Peri-medullary anaesthesia"", ""option_d"": ""General anaesthesia"", ""correct_option"": ""C""}",Management,What is the technique of choice for obstetric analgesia/anaesthesia?,Epidural anaesthesia,Spinal anaesthesia,Peri-medullary anaesthesia,General anaesthesia,c
OIC-136-12-B,"{""question"": ""What is the primary goal of early rehabilitation after surgery (RAC) in the context of ambulatory surgery?"", ""option_a"": ""To increase the length of hospital stay"", ""option_b"": ""To promote early recovery of the patient's abilities after surgery"", ""option_c"": ""To reduce the availability of outpatient care options"", ""option_d"": ""To increase the risk of complications for the patient"", ""correct_option"": ""B""}",Management,What is the primary goal of early rehabilitation after surgery (RAC) in the context of ambulatory surgery?,To increase the length of hospital stay,To promote early recovery of the patient's abilities after surgery,To reduce the availability of outpatient care options,To increase the risk of complications for the patient,b
OIC-142-01-B,"{""question"": ""What is the typical gestational age at which most French teams do not resuscitate a newborn?"", ""option_a"": ""22 weeks' gestation"", ""option_b"": ""24 weeks' gestation"", ""option_c"": ""26 weeks' gestation"", ""option_d"": ""28 weeks' gestation"", ""correct_option"": ""B""}",Positive diagnosis,What is the typical gestational age at which most French teams do not resuscitate a newborn?,22 weeks' gestation,24 weeks' gestation,26 weeks' gestation,28 weeks' gestation,b
OIC-142-02-B,"{""question"": ""What is a key aspect of supporting individuals experiencing perinatal bereavement?"", ""option_a"": ""Minimizing the loss and playing down the situation"", ""option_b"": ""Providing each person with an individualised space for expression, respecting the temporality of each person's experience"", ""option_c"": ""Forcing them to meet the child in the event of death in utero"", ""option_d"": ""Ignoring the need for psychological support"", ""correct_option"": ""B""}",Positive diagnosis,What is a key aspect of supporting individuals experiencing perinatal bereavement?,Minimizing the loss and playing down the situation,"Providing each person with an individualised space for expression, respecting the temporality of each person's experience",Forcing them to meet the child in the event of death in utero,Ignoring the need for psychological support,b
OIC-145-01-A,"{""question"": ""What is the definition of an epidemic in the context of communicable infectious diseases?"", ""option_a"": ""A rapid decrease in the incidence of a communicable disease in a given geographical area over a given period."", ""option_b"": ""A worldwide outbreak of a communicable disease."", ""option_c"": ""A rapid increase in the incidence of a communicable disease in a given geographical area over a given period."", ""option_d"": ""A decrease in the prevalence of a communicable disease in a given population."", ""correct_option"": ""C""}",Definition,What is the definition of an epidemic in the context of communicable infectious diseases?,A rapid decrease in the incidence of a communicable disease in a given geographical area over a given period.,A worldwide outbreak of a communicable disease.,A rapid increase in the incidence of a communicable disease in a given geographical area over a given period.,A decrease in the prevalence of a communicable disease in a given population.,c
OIC-145-02-B,"{""question"": ""What is the primary objective of communicable infectious disease surveillance?"", ""option_a"": ""To implement and evaluate treatment plans for infectious diseases"", ""option_b"": ""To study the risk factors and implement prevention and control measures"", ""option_c"": ""To monitor the side effects of vaccines"", ""option_d"": ""To track the spread of non-communicable diseases"", ""correct_option"": ""B""}",,What is the primary objective of communicable infectious disease surveillance?,To implement and evaluate treatment plans for infectious diseases,To study the risk factors and implement prevention and control measures,To monitor the side effects of vaccines,To track the spread of non-communicable diseases,b
OIC-145-03-B,"{""question"": ""Which of the following is a type of national surveillance network involved in infectious disease surveillance in France?"", ""option_a"": ""R\u00e9seau de Pr\u00e9vention des Infections Associ\u00e9es aux Soins (R\u00e9PIAS)"", ""option_b"": ""R\u00e9seau de Pr\u00e9vention des Infections Associ\u00e9es aux Soins (R\u00e9PIAS) and R\u00e9seau Sentinelles"", ""option_c"": ""R\u00e9seau de Pr\u00e9vention des Infections Associ\u00e9es aux Soins (R\u00e9PIAS) and National Reference Centres (CNR)"", ""option_d"": ""R\u00e9seau Sentinelles and National Reference Centres (CNR)"", ""correct_option"": ""B""}",Definition,Which of the following is a type of national surveillance network involved in infectious disease surveillance in France?,Réseau de Prévention des Infections Associées aux Soins (RéPIAS),Réseau de Prévention des Infections Associées aux Soins (RéPIAS) and Réseau Sentinelles,Réseau de Prévention des Infections Associées aux Soins (RéPIAS) and National Reference Centres (CNR),Réseau Sentinelles and National Reference Centres (CNR),b
OIC-145-04-B,"{""question"": ""What is the basic reproduction number (R0) used to measure in the context of communicable diseases?"", ""option_a"": ""The expected average number of new cases of a communicable disease directly generated by a contagious person in a population where all individuals are susceptible to infection"", ""option_b"": ""The ratio between the number of deaths in a given period and the total population"", ""option_c"": ""The ratio between the number of new cases of a disease in a population, during a given period, and the total population monitored during the period"", ""option_d"": ""The ratio between the number of people affected by a disease in a population, at a given time, and the population as a whole"", ""correct_option"": ""A""}",Definition,What is the basic reproduction number (R0) used to measure in the context of communicable diseases?,The expected average number of new cases of a communicable disease directly generated by a contagious person in a population where all individuals are susceptible to infection,The ratio between the number of deaths in a given period and the total population,"The ratio between the number of new cases of a disease in a population, during a given period, and the total population monitored during the period","The ratio between the number of people affected by a disease in a population, at a given time, and the population as a whole",a
OIC-145-06-B,"{""question"": ""What is the primary responsibility of Sant\u00e9 Publique France in the event of an alert linked to an emerging virus, such as SARS-CoV-2?"", ""option_a"": ""To collect and process data on health status for epidemiological purposes"", ""option_b"": ""To analyse and update knowledge of health risks, their causes and trends"", ""option_c"": ""To inform the Minister for Health of any threat to public health and make recommendations to prevent or mitigate the threat"", ""option_d"": ""To validate the criteria defining a suspect case when a patient presents as a possible case"", ""correct_option"": ""D""}",Definition,"What is the primary responsibility of Santé Publique France in the event of an alert linked to an emerging virus, such as SARS-CoV-2?",To collect and process data on health status for epidemiological purposes,"To analyse and update knowledge of health risks, their causes and trends",To inform the Minister for Health of any threat to public health and make recommendations to prevent or mitigate the threat,To validate the criteria defining a suspect case when a patient presents as a possible case,d
OIC-145-07-B,"{""question"": ""What is the term used to describe the transmission of an infectious disease from a person infected or colonized by an infectious agent to other individuals?"", ""option_a"": ""Exogenous transmission"", ""option_b"": ""Endogenous transmission"", ""option_c"": ""Human-to-human transmission"", ""option_d"": ""Zoonotic transmission"", ""correct_option"": ""C""}",Physiopathology,What is the term used to describe the transmission of an infectious disease from a person infected or colonized by an infectious agent to other individuals?,Exogenous transmission,Endogenous transmission,Human-to-human transmission,Zoonotic transmission,c
OIC-145-08-A,"{""question"": ""What is the primary mode of transmission for micro-organisms that are carried by air currents over long distances and can be inhaled by the receptive host?"", ""option_a"": ""Direct contact"", ""option_b"": ""Droplet transmission"", ""option_c"": ""Aerosol transmission"", ""option_d"": ""Vertical transmission"", ""correct_option"": ""C""}",Physiopathology,What is the primary mode of transmission for micro-organisms that are carried by air currents over long distances and can be inhaled by the receptive host?,Direct contact,Droplet transmission,Aerosol transmission,Vertical transmission,c
OIC-145-09-B,"{""question"": ""What is the primary mode of transmission of toxoplasmosis from mother to child during pregnancy?"", ""option_a"": ""Transplacental passage"", ""option_b"": ""Transcervical ascending route"", ""option_c"": ""Through breast milk"", ""option_d"": ""Airborne transmission"", ""correct_option"": ""A""}",Epidemiology,What is the primary mode of transmission of toxoplasmosis from mother to child during pregnancy?,Transplacental passage,Transcervical ascending route,Through breast milk,Airborne transmission,a
OIC-145-10-A,"{""question"": ""What is the purpose of the notification stage in the compulsory reporting process for notifiable diseases?"", ""option_a"": ""Implementation of urgent prevention or control measures around cases"", ""option_b"": ""Epidemiological monitoring"", ""option_c"": ""Patient or family notification"", ""option_d"": ""Transmission of anonymized data"", ""correct_option"": ""B""}",Epidemiology,What is the purpose of the notification stage in the compulsory reporting process for notifiable diseases?,Implementation of urgent prevention or control measures around cases,Epidemiological monitoring,Patient or family notification,Transmission of anonymized data,b
OIC-145-11-B,"{""question"": ""What is the primary responsibility of the National Centres of Reference (NCR) for the control of communicable diseases in France?"", ""option_a"": ""To provide medical care to patients with infectious diseases"", ""option_b"": ""To develop and distribute medical biology tests"", ""option_c"": ""To provide scientific or technical advice to health professionals and authorities"", ""option_d"": ""To conduct research on the prevention and treatment of infectious diseases"", ""correct_option"": ""C""}",Definition,What is the primary responsibility of the National Centres of Reference (NCR) for the control of communicable diseases in France?,To provide medical care to patients with infectious diseases,To develop and distribute medical biology tests,To provide scientific or technical advice to health professionals and authorities,To conduct research on the prevention and treatment of infectious diseases,c
OIC-145-12-A,"{""question"": ""What is the primary purpose of standard precautions (SP) in healthcare settings?"", ""option_a"": ""To control the spread of antibiotic-resistant bacteria and healthcare safety"", ""option_b"": ""To manage environmental contamination"", ""option_c"": ""To control the reservoir of infectious agents"", ""option_d"": ""To interrupt the chain of transmission of infectious agents"", ""correct_option"": ""A""}",,What is the primary purpose of standard precautions (SP) in healthcare settings?,To control the spread of antibiotic-resistant bacteria and healthcare safety,To manage environmental contamination,To control the reservoir of infectious agents,To interrupt the chain of transmission of infectious agents,a
OIC-145-13-A,"{""question"": ""According to the Haut Conseil de la Sant\u00e9 Publique, which of the following diseases does NOT require eviction or isolation measures in groups?"", ""option_a"": ""Chickenpox"", ""option_b"": ""Measles"", ""option_c"": ""Meningococcal meningitis"", ""option_d"": ""Tuberculosis"", ""correct_option"": ""A""}",Epidemiology,"According to the Haut Conseil de la Santé Publique, which of the following diseases does NOT require eviction or isolation measures in groups?",Chickenpox,Measles,Meningococcal meningitis,Tuberculosis,a
